Entity,Source,Entity Type,Primary Product,Province State Name,District Name,County Name,Basin Name,Operator Name,Field Name,Prod Zone Name,Lease Name,Lease Number,Well Number,Location,Gatherer Gas,Gatherer Liquid,Status Date,Status Current Name,Date Production Start,Date Production Stop,Date Injection Start,Date Injection Stop,Pool Name,Temperature Gradient,N Factor
1420100159733H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,AHLHORN-NAJVAR UNIT,015973,3H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100159734H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,AHLHORN-NAJVAR UNIT,015973,4H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-1,,
1420100159735H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,AHLHORN-NAJVAR UNIT,015973,5H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100159736H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,AHLHORN-NAJVAR UNIT,015973,6H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100159737H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,AHLHORN-NAJVAR UNIT,015973,7H,SEC: BLK: SRV:GATES SAMUEL H ABS:228,EOGRI,EOGRM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100159761H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,JP RANCH,015976,1H,SEC: BLK: SRV:MCCOY JOSEPH ABS:46,ENETR,ENTCO,,ACTIVE,2012-01-01,2013-04-30,,,EAGLE FORD-1,,
1420100159962H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,CULPEPPER,015996,2H,SEC: BLK: SRV:WINN PETER ABS:464,EOGRI,EOGRM,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-1,,
1420100160011H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,PENN VIRGINIA OIL & GAS,EAGLEVILLE,EAGLE FORD,SRALLA UNIT,016001,1H,SEC: BLK: SRV:PONTON JOEL ABS:376,ENETR,SUNOC,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100160053H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,JP RANCH C,016005,3H,SEC: BLK: SRV:TAYLOR FELIX ABS:71,ENETR,ENTCO,,ACTIVE,2012-02-01,2013-04-30,,,EAGLE FORD-1,,
1420100160064H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,HUNT OIL COMPANY,EAGLEVILLE,EAGLE FORD,JP RANCH D,016006,4H,SEC:2 BLK: SRV:TAYLOR FELIX ABS:71,ENETR,ENTCO,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-1,,
1420100160078H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,BARNHART NORTH,016007,8H,SEC: BLK: SRV:PILGRIM THOMAS J ABS:371,MARAE,GULFM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-1,,
1420100160131H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,CHUMCHAL-LITTLEFIELD UNIT,016013,1H,SEC:17 BLK: SRV:CLEMENTS JOSEPH D ABS:9,MARAE,GULFM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100160241H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,SMITH UNIT,016024,1H,SEC: BLK: SRV:WEEKS THOMAS G ABS:476,EOGRI,EOGRM,,ACTIVE,2011-10-01,2013-04-30,,,EAGLE FORD-1,,
1420100160242H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,SMITH UNIT,016024,2H,SEC: BLK: SRV:WEEKS THOMAS G ABS:476,EOGRI,EOGRM,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-1,,
14201001602916H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOYLES UNIT,016029,16H,SEC: BLK: SRV:SIMPSON WILSON ABS:426,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100160292H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOYLES UNIT,016029,2H,SEC: BLK: SRV:SIMPSON WILSON ABS:426,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100160293H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOYLES UNIT,016029,3H,SEC: BLK: SRV:SIMPSON WILSON ABS:426,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420100160294H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 01,GONZALES,GULF COAST BASIN,EOG RESOURCES INCORPORATED,EAGLEVILLE,EAGLE FORD,BOYLES UNIT,016029,4H,SEC: BLK: SRV:SIMPSON WILSON ABS:426,EOGRI,EOGRM,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-1,,
1420200099341,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,SWIZE UNIT B,009934,1,SEC:98 BLK: SRV:POITEVENT J ABS:740,BURLR,NABOC,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-2,,
1420200099361,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,JO ANN ESSE UNIT K,009936,1,SEC: BLK: SRV:HOUSE SINGLETON ABS:219,BURLR,NABOC,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-2,,
1420200099371,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,LAIRD UNIT B,009937,1,SEC:30 BLK: SRV:RUIZ FRANCISCO ABS:392,BURLR,NABOC,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-2,,
1420200099381,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,902 LTD UNIT A,009938,1,SEC:145 BLK: SRV:MOORE PATTERSON ABS:298,BURLR,NABOC,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-2,,
1420200099391,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,BREWER UNIT A,009939,1,SEC:14 BLK: SRV:GH&H RR CO ABS:906,BURLR,NABOC,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-2,,
1420200099401,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,MILDRED HOUSE UNIT A,009940,1,SEC:184 BLK: SRV:HODEL JACOB ABS:225,BURLR,NABOC,,ACTIVE,2012-07-01,2013-04-30,,,EAGLE FORD-2,,
1420200099441H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,CINCO NATURAL RESOURCES CORPORATION,EAGLEVILLE,EAGLE FORD,JULIE BECK,009944,1H,SEC:128 BLK: SRV:POINDEXTER JOHN J ABS:319,REGEF,SHLTR,,ACTIVE,2010-12-01,2013-04-30,,,EAGLE FORD-2,,
1420200099442H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,CINCO NATURAL RESOURCES CORPORATION,EAGLEVILLE,EAGLE FORD,JULIE BECK,009944,2H,SEC: BLK: SRV:POINDEXTER JOHN J ABS:319,REGEF,SHLTR,,ACTIVE,2011-06-01,2013-04-30,,,EAGLE FORD-2,,
1420200099444H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,CINCO NATURAL RESOURCES CORPORATION,EAGLEVILLE,EAGLE FORD,JULIE BECK,009944,4H,SEC:128 BLK: SRV:POINDEXTER JOHN J ABS:319,REGEF,SHLTR,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200099445H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,CINCO NATURAL RESOURCES CORPORATION,EAGLEVILLE,EAGLE FORD,JULIE BECK,009944,5H,SEC: BLK: SRV:POINDEXTER JOHN J ABS:319,REGEF,SHLTR,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200099446H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,CINCO NATURAL RESOURCES CORPORATION,EAGLEVILLE,EAGLE FORD,JULIE BECK,009944,6H,SEC:128 BLK: SRV:POINDEXTER JOHN J ABS:319,REGEF,SHLTR,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
14202000996001H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,H T CHAPMAN 01,009960,01H,SEC:195 BLK: SRV:GIBSON JOHN H ABS:211,PNRUI,GULFM,,ACTIVE,2011-03-01,2013-04-30,,,EAGLE FORD-2,,
14202000996801H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,JAMES KEITH ESSE 01,009968,01H,SEC:195 BLK: SRV:GIBSON JOHN H ABS:211,PNRUI,ENTCO,,ACTIVE,2011-02-01,2013-04-30,,,EAGLE FORD-2,,
14202000996802H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,JAMES KEITH ESSE 01,009968,02H,SEC:195 BLK: SRV:GIBSON JOHN H ABS:211,PNRUI,GULFM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-2,,
14202000996803H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,JAMES KEITH ESSE 01,009968,03H,SEC:195 BLK: SRV:GIBSON JOHN H ABS:211,PNRUI,GULFM,,ACTIVE,2012-04-01,2013-04-30,,,EAGLE FORD-2,,
142020009968MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,JAMES KEITH ESSE 01,009968,MULTI,SEC:195 BLK: SRV:GIBSON JOHN H ABS:211,,,,INACTIVE,2011-01-01,2011-01-31,,,EAGLE FORD-2,,
14202000998701,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,H HARLAN BETHUNE 01,009987,01,SEC: BLK: SRV:JURDIN ELIZABETH ABS:18,PNRUI,ENTCO,,ACTIVE,2011-07-01,2013-03-31,,,EAGLE FORD-2,,
14202000998702H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,H HARLAN BETHUNE 01,009987,02H,SEC: BLK: SRV:JURDIN ELIZABETH ABS:18,PNRUI,GULFM,,ACTIVE,2011-12-01,2013-03-31,,,EAGLE FORD-2,,
14202000998703H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,H HARLAN BETHUNE 01,009987,03H,SEC: BLK: SRV:HOULIGHAN JOHN ABS:17,PNRUI,GULFM,,ACTIVE,2011-11-01,2013-03-31,,,EAGLE FORD-2,,
1420200099901,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,GOEDECKE UNIT C,009990,1,SEC:97 BLK: SRV:POITEVENT J ABS:351,BURLR,NABOC,,ACTIVE,2012-05-01,2013-04-30,,,EAGLE FORD-2,,
1420200099941H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,MCCOY UNIT,009994,1H,SEC:114 BLK: SRV:POITEVENT J ABS:698,MARAE,STATW,,ACTIVE,2011-06-01,2013-04-30,,,EAGLE FORD-2,,
1420200099942H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,MCCOY UNIT,009994,2H,SEC:100 BLK: SRV:POITEVENT J ABS:589,MARAE,STATW,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200099943H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,MCCOY UNIT,009994,3H,SEC:100 BLK: SRV:POITEVENT J ABS:589,MARAE,STATW,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
142020009994MULTIWELL01,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,MCCOY UNIT,009994,MULTI,SEC:114 BLK: SRV:POITEVENT J ABS:698,,,,INACTIVE,2011-04-01,2011-05-31,,,EAGLE FORD-2,,
14202000999901H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SOUTH TEXAS CHILDREN S HOME 01,009999,01H,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,PNRUI,GULFM,,ACTIVE,2012-02-01,2013-04-30,,,EAGLE FORD-2,,
14202000999902H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SOUTH TEXAS CHILDREN S HOME 01,009999,02H,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,PNRUI,GULFM,,ACTIVE,2012-03-01,2013-04-30,,,EAGLE FORD-2,,
14202000999903H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SOUTH TEXAS CHILDREN S HOME 01,009999,03H,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,PNRUI,GULFM,,ACTIVE,2012-06-01,2013-04-30,,,EAGLE FORD-2,,
14202000999904H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SOUTH TEXAS CHILDREN S HOME 01,009999,04H,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,PNRUI,ENTCO,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-2,,
14202000999905H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SOUTH TEXAS CHILDREN S HOME 01,009999,05H,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,PNRUI,GULFM,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-2,,
14202000999906H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SOUTH TEXAS CHILDREN S HOME 01,009999,06H,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,PNRUI,GULFM,,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-2,,
14202001005101H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,IDYLWOOD 02,010051,01H,SEC: BLK: SRV:HAYES STEPHEN ABS:10,PNRUI,GULFM,,ACTIVE,2011-11-01,2013-04-30,,,EAGLE FORD-2,,
1420200100721,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,MIMS UNIT A,010072,1,SEC:97 BLK: SRV:POITEVENT J ABS:351,BURLR,DILLO,,ACTIVE,2011-12-01,2013-04-30,,,EAGLE FORD-2,,
14202001008501H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,KOERTH 01,010085,01H,SEC:195 BLK: SRV:GIBSON JOHN H ABS:211,PNRUI,ENTCO,,ACTIVE,2011-07-01,2013-04-30,,,EAGLE FORD-2,,
1420200100961,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,JOE MAHAN UNIT B,010096,1,SEC:194 BLK: SRV:MCKENNEY CHARLES ABS:293,BURLR,NABOC,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200101081,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,GOMILLION UNIT B,010108,1,SEC:520 BLK: SRV:SPARKS LJ ABS:781,BURLR,NABOC,2013-04-15,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-2,,
1420200101091,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,RETZLOFF UNIT A,010109,1,SEC:200 BLK: SRV:GIBSON JH ABS:657,BURLR,NABOC,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200101111,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,MILDRED ESSE GIESE UNIT A,010111,1,SEC: BLK: SRV:DINCANE STEPHEN ABS:166,BURLR,NABOC,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-2,,
1420200101151,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,1893 OIL & GAS LTD UNIT C,010115,1,SEC:98 BLK: SRV:POITEVENT J ABS:740,BURLR,NABOC,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD-2,,
1420200101261,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,JO ANN ESSE UNIT F,010126,1,SEC:116 BLK: SRV:HOUSE SINGLETON ABS:219,BURLR,NABOC,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200101271,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,SCHROEDER UNIT B,010127,1,SEC:173 BLK: SRV:CAIRNS WILLIAM ABS:155,BURLR,NABOC,,ACTIVE,2012-10-01,2013-04-30,,,EAGLE FORD-2,,
1420200101651,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,SOLIZ UNIT A,010165,1,SEC: BLK: SRV:HODEL JACOB ABS:225,BURLR,NABOC,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-2,,
1420200101961H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,RETZLOFF-CHAPMAN UNIT,010196,1H,SEC:106 BLK: SRV:BS&F ABS:579,MARAE,DILLO,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-2,,
1420200101962H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,RETZLOFF-CHAPMAN UNIT,010196,2H,SEC:106 BLK: SRV:BS&F ABS:579,MARAE,DILLO,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-2,,
1420200101963H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,MARATHON OIL EF LLC,EAGLEVILLE,EAGLE FORD,RETZLOFF-CHAPMAN UNIT,010196,3H,SEC:106 BLK: SRV:BEATY & SEALE & FORWOOD ABS:579,MARAE,DILLO,,ACTIVE,2012-08-01,2013-04-30,,,EAGLE FORD-2,,
1420200101991,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,MARY KRAUSE UNIT A,010199,1,SEC:31 BLK: SRV:HUIZAR JOSE FRANCISCO ABS:221,BURLR,NABOC,,ACTIVE,2012-09-01,2013-04-30,,,EAGLE FORD-2,,
1420200102091,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,BENSMILLER UNIT A,010209,1,SEC:198 BLK: SRV:POITEVENT J ABS:699,BURLR,NABOC,,ACTIVE,2012-11-01,2013-04-30,,,EAGLE FORD-2,,
14202001021001H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,IDYLWOOD 03,010210,01H,SEC: BLK: SRV:HAYES STEPHEN ABS:10,PNRUI,GULFM,,ACTIVE,2011-12-01,2013-04-30,,,EAGLE FORD-2,,
1420200102114,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,PLOMERO RANCH,010211,4,SEC:3 BLK: SRV:GH&H RR CO ABS:206,BURLR,NABOC,,ACTIVE,2013-04-01,2013-04-30,,,EAGLE FORD-2,,
1420200102441,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,BARSID UNIT A,010244,1,SEC:114 BLK: SRV:POITEVENT J ABS:698,BURLR,DILLO,,ACTIVE,2013-01-01,2013-04-30,,,EAGLE FORD-2,,
1420200102451,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,RAFTER TWO UNIT B,010245,1,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,BURLR,NABOC,2013-04-15,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
1420200102531,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,MUTZ UNIT A,010253,1,SEC:244 BLK: SRV:GLOVER JOHN ABS:190,BURLR,NABOC,2013-04-15,ACTIVE,2013-02-01,2013-04-30,,,EAGLE FORD-2,,
1420200102931,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,BURLINGTON RESOURCES O&G CO LP,EAGLEVILLE,EAGLE FORD,RAFTER TWO UNIT A,010293,1,SEC: BLK: SRV:SCARIAN CHRISTOPHER ABS:36,BURLR,NABOC,,ACTIVE,2013-03-01,2013-04-30,,,EAGLE FORD-2,,
14202001032901H,PI,ALLOCATED,O,TEXAS,TEXAS DISTRICT 02,LIVE OAK,GULF COAST BASIN,PIONEER NATURAL RESOURCES USA INC,EAGLEVILLE,EAGLE FORD,SHARON FORDYCE 01,010329,01H,SEC:196 BLK: SRV:GIBSON JH ABS:655,PNRUI,GULFM,,ACTIVE,2012-12-01,2013-04-30,,,EAGLE FORD-2,,
